"asset";"id";"companies";"model";"serial_number";"purchase_date";"warranty_date";"purchase_price";"version";"lifecycle_phase";"location";"users";"created_at";"updated_at";"host_name";"product_id";"last_boot_time";"encryption_status";"has_CVE";"CVE_details";"highest_CVE_severity";"data_classification";"uuid";"verified"
1;124;5;"cras";"982271998-1";"2019-11-13";"2024-08-10";1162.0;1;"retired";10;236;"";"2023-04-27 17:23:22";"consectetuer adipiscing elit";"8615";"2022-11-29";"Fully Encrypted";0;"";"";"Public";"";1
1;125;26;"bibendum felis";"455151522-1";"2019-07-09";"2023-05-16";654.0;1;"active";14;49;"";"2023-04-27 17:23:22";"consequat ut nulla";"8677";"2022-10-18";"Not Encrypted";0;"";"";"Public";"";1
1;126;26;"id ligula";"295759009-3";"2023-01-21";"2021-07-28";9959.0;1;"active";12;204;"";"2023-04-27 17:23:22";"non lectus";"76895";"2022-06-01";"Fully Encrypted";0;"";"";"Public";"";1
1;127;24;"sit amet";"819033524-3";"2020-12-28";"2023-03-14";714.0;1;"disposed";19;340;"";"2023-04-27 17:23:22";"mauris sit amet";"1198";"2022-09-12";"Fully Encrypted";0;"";"";"Public";"";1
1;128;34;"non quam";"902470528-2";"2022-10-02";"2022-03-22";4847.0;1;"retired";14;294;"";"2023-04-27 17:23:22";"cras non velit";"50471";"2022-12-27";"Not Encrypted";0;"";"";"Public";"";1
1;129;12;"consequat metus";"983336088-2";"2019-10-04";"2021-08-01";7443.0;1;"active";14;466;"";"2023-04-27 17:23:22";"quam";"60897";"2023-03-16";"Fully Encrypted";0;"";"";"Public";"";1
1;130;35;"ut nulla";"625181300-8";"2021-02-07";"2024-05-19";8162.0;1;"retired";9;63;"";"2023-04-27 17:23:22";"id pretium";"89537";"2022-12-13";"Fully Encrypted";0;"";"";"Public";"";1
1;131;29;"non velit";"419581275-5";"2017-01-28";"2022-10-12";9622.0;1;"active";18;469;"";"2023-04-27 17:23:22";"donec diam neque";"84942";"2022-05-01";"Not Encrypted";0;"";"";"Public";"";1
1;132;28;"duis faucibus";"045071127-7";"2017-08-30";"2020-01-01";4085.0;1;"active";9;493;"";"2023-04-27 17:23:22";"cursus urna";"90438";"2022-07-03";"Not Encrypted";0;"";"";"Public";"";1
1;133;30;"eu";"760158443-7";"2022-06-25";"2024-07-29";6202.0;1;"retired";7;115;"";"2023-04-27 17:23:22";"ante vestibulum ante";"2129";"2022-10-03";"Fully Encrypted";0;"";"";"Public";"";1
1;134;33;"maecenas";"934851360-5";"2021-03-11";"2020-01-06";8297.0;1;"disposed";13;162;"";"2023-04-27 17:23:22";"accumsan";"30165";"2022-06-13";"Fully Encrypted";0;"";"";"Public";"";1
1;135;27;"sit";"276985474-7";"2022-03-07";"2023-03-01";8788.0;1;"active";13;308;"";"2023-04-27 17:23:22";"lorem ipsum";"91305";"2023-01-23";"Not Encrypted";0;"";"";"Public";"";1
1;136;7;"non interdum";"781149663-1";"2023-03-05";"2021-05-09";2182.0;1;"active";14;221;"";"2023-04-27 17:23:22";"phasellus";"96673";"2023-03-07";"Fully Encrypted";0;"";"";"Public";"";1
1;137;24;"vestibulum quam";"667061441-1";"2018-05-21";"2019-06-25";9448.0;1;"disposed";7;258;"";"2023-04-27 17:23:22";"cubilia curae";"37086";"2023-02-20";"Not Encrypted";0;"";"";"Public";"";1
1;138;27;"quam";"901386275-6";"2021-11-08";"2020-11-07";6035.0;1;"retired";4;235;"";"2023-04-27 17:23:22";"arcu";"93080";"2023-04-10";"Not Encrypted";0;"";"";"Public";"";1
1;139;7;"platea";"705257004-1";"2018-04-25";"2020-10-21";7881.0;1;"disposed";9;364;"";"2023-04-27 17:23:22";"nascetur";"17677";"2022-05-27";"Fully Encrypted";0;"";"";"Public";"";1
1;140;33;"suspendisse";"877245145-9";"2021-04-12";"2019-11-09";1747.0;1;"retired";12;391;"";"2023-04-27 17:23:22";"vestibulum";"61350";"2022-12-31";"Not Encrypted";0;"";"";"Public";"";1
1;141;6;"sit";"429970723-0";"2019-05-14";"2020-04-11";2796.0;1;"active";8;497;"";"2023-04-27 17:23:22";"nam nulla integer";"69048";"2023-01-19";"Fully Encrypted";0;"";"";"Public";"";1
1;142;4;"vestibulum";"764897833-4";"2017-06-28";"2025-03-13";7962.0;1;"retired";6;437;"";"2023-04-27 17:23:22";"aliquet";"70265";"2023-01-26";"Fully Encrypted";0;"";"";"Public";"";1
1;143;7;"nullam";"789698130-0";"2019-02-02";"2018-11-21";9774.0;1;"disposed";16;352;"";"2023-04-27 17:23:22";"eu pede";"18573";"2023-02-21";"Fully Encrypted";0;"";"";"Public";"";1
1;144;14;"sed";"633519827-4";"2022-08-10";"2021-09-08";8007.0;1;"retired";12;460;"";"2023-04-27 17:23:22";"condimentum curabitur";"12251";"2022-11-19";"Fully Encrypted";0;"";"";"Public";"";1
1;145;9;"nec";"650195567-X";"2018-05-21";"2023-01-31";8186.0;1;"disposed";12;493;"";"2023-04-27 17:23:22";"facilisi";"33228";"2023-01-04";"Fully Encrypted";0;"";"";"Public";"";1
1;146;31;"nisi volutpat";"043902684-9";"2018-10-31";"2025-02-24";1663.0;1;"active";18;423;"";"2023-04-27 17:23:22";"nulla ac enim";"46328";"2023-03-31";"Fully Encrypted";0;"";"";"Public";"";1
1;147;25;"diam erat";"285291328-3";"2021-06-23";"2023-05-22";1692.0;1;"retired";19;252;"";"2023-04-27 17:23:22";"justo etiam";"38057";"2022-11-27";"Not Encrypted";0;"";"";"Public";"";1
1;148;14;"semper";"717122564-X";"2017-08-15";"2018-10-02";8288.0;1;"retired";9;176;"";"2023-04-27 17:23:22";"sed";"92270";"2022-08-02";"Fully Encrypted";0;"";"";"Public";"";1
1;149;18;"donec semper";"892263161-9";"2020-12-14";"2018-10-05";4103.0;1;"disposed";4;296;"";"2023-04-27 17:23:22";"nulla mollis molestie";"5360";"2022-11-19";"Fully Encrypted";0;"";"";"Public";"";1
1;150;14;"ac";"282705022-6";"2020-08-03";"2022-12-19";2967.0;1;"disposed";12;364;"";"2023-04-27 17:23:22";"donec posuere";"51529";"2022-06-11";"Fully Encrypted";0;"";"";"Public";"";1
1;151;28;"rutrum nulla";"266508553-4";"2022-06-03";"2019-01-30";7128.0;1;"active";7;364;"";"2023-04-27 17:23:22";"massa id lobortis";"91289";"2023-03-28";"Fully Encrypted";0;"";"";"Public";"";1
1;152;1;"rutrum at";"995303734-5";"2017-10-19";"2022-07-18";7925.0;1;"retired";6;183;"";"2023-04-27 17:23:22";"cubilia curae mauris";"48477";"2022-04-16";"Fully Encrypted";0;"";"";"Public";"";1
1;153;34;"id";"546316845-8";"2020-12-30";"2019-03-23";7478.0;1;"retired";13;430;"";"2023-04-27 17:23:22";"orci";"3739";"2022-04-15";"Fully Encrypted";0;"";"";"Public";"";1
1;154;29;"semper";"854319401-6";"2018-07-24";"2019-10-17";5239.0;1;"retired";6;164;"";"2023-04-27 17:23:22";"neque";"37626";"2022-10-09";"Fully Encrypted";0;"";"";"Public";"";1
1;155;32;"in";"449404211-0";"2021-09-22";"2019-08-11";377.0;1;"retired";13;130;"";"2023-04-27 17:23:22";"cubilia curae nulla";"60228";"2022-05-12";"Not Encrypted";0;"";"";"Public";"";1
1;156;1;"at velit";"419936386-6";"2022-01-08";"2020-11-26";4390.0;1;"retired";20;435;"";"2023-04-27 17:23:22";"amet";"42742";"2023-03-10";"Fully Encrypted";0;"";"";"Public";"";1
1;157;34;"sem";"440111914-2";"2022-04-24";"2021-11-12";9115.0;1;"retired";19;332;"";"2023-04-27 17:23:22";"justo";"93867";"2023-02-24";"Fully Encrypted";0;"";"";"Public";"";1
1;158;11;"volutpat";"491650669-3";"2022-05-22";"2023-06-05";8419.0;1;"active";18;21;"";"2023-04-27 17:23:22";"viverra dapibus nulla";"53563";"2022-05-23";"Fully Encrypted";0;"";"";"Public";"";1
1;159;13;"vel sem";"593388285-2";"2019-01-21";"2022-06-21";9725.0;1;"retired";20;487;"";"2023-04-27 17:23:22";"iaculis congue vivamus";"99724";"2022-08-17";"Fully Encrypted";0;"";"";"Public";"";1
1;160;5;"vel nulla";"612766822-0";"2020-01-08";"2023-09-22";1892.0;1;"disposed";10;335;"";"2023-04-27 17:23:22";"iaculis";"50393";"2022-09-28";"Fully Encrypted";0;"";"";"Public";"";1
1;161;2;"justo";"209021113-X";"2020-11-24";"2020-01-01";8892.0;1;"retired";18;266;"";"2023-04-27 17:23:22";"ut rhoncus aliquet";"11261";"2023-03-25";"Fully Encrypted";0;"";"";"Public";"";1
1;162;29;"pulvinar nulla";"401484054-9";"2018-10-23";"2021-02-08";2558.0;1;"active";7;74;"";"2023-04-27 17:23:22";"in felis donec";"28853";"2023-03-14";"Fully Encrypted";0;"";"";"Public";"";1
1;163;18;"a";"903281543-1";"2019-06-15";"2019-07-29";3368.0;1;"active";10;55;"";"2023-04-27 17:23:22";"aliquam";"2875";"2023-03-18";"Fully Encrypted";0;"";"";"Public";"";1
1;164;24;"purus phasellus";"198188271-5";"2018-11-01";"2019-10-02";7576.0;1;"active";6;358;"";"2023-04-27 17:23:22";"mattis";"21142";"2023-02-09";"Fully Encrypted";0;"";"";"Public";"";1
1;165;18;"mauris sit";"473705846-7";"2017-12-20";"2019-01-10";204.0;1;"disposed";7;186;"";"2023-04-27 17:23:22";"adipiscing";"96113";"2022-09-03";"Fully Encrypted";0;"";"";"Public";"";1
1;166;12;"eget";"975543534-4";"2017-01-18";"2023-04-28";9244.0;1;"disposed";13;198;"";"2023-04-27 17:23:22";"in";"17482";"2022-11-18";"Fully Encrypted";0;"";"";"Public";"";1
1;167;17;"lacinia erat";"274563519-0";"2023-03-23";"2020-09-21";3232.0;1;"retired";20;394;"";"2023-04-27 17:23:22";"lorem";"39957";"2022-09-06";"Fully Encrypted";0;"";"";"Public";"";1
1;168;10;"viverra pede";"274722144-X";"2017-04-08";"2022-09-10";1544.0;1;"disposed";5;123;"";"2023-04-27 17:23:22";"aenean lectus";"50315";"2022-07-21";"Fully Encrypted";0;"";"";"Public";"";1
1;169;21;"rutrum";"511436223-2";"2021-12-10";"2021-12-03";7275.0;1;"disposed";9;32;"";"2023-04-27 17:23:22";"faucibus accumsan odio";"88214";"2023-03-05";"Fully Encrypted";0;"";"";"Public";"";1
1;170;8;"non ligula";"655463304-9";"2021-09-22";"2021-12-02";7233.0;1;"retired";7;210;"";"2023-04-27 17:23:22";"morbi vestibulum velit";"2847";"2023-01-28";"Fully Encrypted";0;"";"";"Public";"";1
1;171;35;"in faucibus";"408132057-8";"2020-08-03";"2020-05-07";9949.0;1;"retired";9;350;"";"2023-04-27 17:23:22";"eget eros";"7567";"2022-04-23";"Not Encrypted";0;"";"";"Public";"";1
1;172;34;"consectetuer eget";"898557376-4";"2019-02-03";"2023-03-09";6144.0;1;"disposed";19;17;"";"2023-04-27 17:23:22";"vehicula consequat";"59269";"2022-05-24";"Not Encrypted";0;"";"";"Public";"";1
1;173;25;"libero quis";"198418188-2";"2023-04-07";"2025-03-19";8993.0;1;"retired";10;256;"";"2023-04-27 17:23:22";"gravida";"72228";"2022-07-26";"Not Encrypted";0;"";"";"Public";"";1
1;174;27;"pede lobortis";"284552110-3";"2022-02-03";"2023-05-01";9155.0;1;"retired";8;253;"";"2023-04-27 17:23:22";"id pretium";"95232";"2023-01-04";"Fully Encrypted";0;"";"";"Public";"";1
1;175;24;"adipiscing";"588240782-6";"2022-03-13";"2021-10-16";8167.0;1;"disposed";13;50;"";"2023-04-27 17:23:22";"metus sapien";"56998";"2022-11-27";"Fully Encrypted";0;"";"";"Public";"";1
1;176;19;"nulla tempus";"870937311-X";"2020-08-06";"2019-04-15";8777.0;1;"disposed";14;193;"";"2023-04-27 17:23:22";"justo maecenas rhoncus";"58110";"2023-01-18";"Fully Encrypted";0;"";"";"Public";"";1
1;177;5;"aliquam";"561542777-9";"2019-03-15";"2022-11-02";9290.0;1;"retired";14;320;"";"2023-04-27 17:23:22";"libero";"58887";"2022-04-21";"Fully Encrypted";0;"";"";"Public";"";1
1;178;5;"mauris";"656652614-5";"2018-05-09";"2024-10-31";3778.0;1;"active";10;252;"";"2023-04-27 17:23:22";"suscipit nulla";"49413";"2022-09-09";"Not Encrypted";0;"";"";"Public";"";1
1;179;18;"eu magna";"423630676-X";"2022-05-14";"2019-07-25";5607.0;1;"retired";17;409;"";"2023-04-27 17:23:22";"condimentum id";"53022";"2022-11-14";"Fully Encrypted";0;"";"";"Public";"";1
1;180;36;"nam tristique";"312382521-3";"2021-12-06";"2024-02-21";6861.0;1;"retired";6;243;"";"2023-04-27 17:23:22";"natoque penatibus";"46311";"2022-04-26";"Fully Encrypted";0;"";"";"Public";"";1
1;181;24;"eleifend donec";"027668202-5";"2020-03-19";"2020-05-28";4577.0;1;"active";16;401;"";"2023-04-27 17:23:22";"vivamus";"30647";"2022-04-22";"Fully Encrypted";0;"";"";"Public";"";1
1;182;28;"posuere cubilia";"181177472-5";"2020-05-28";"2024-10-29";9014.0;1;"disposed";17;484;"";"2023-04-27 17:23:22";"praesent lectus";"57241";"2022-06-23";"Fully Encrypted";0;"";"";"Public";"";1
1;183;33;"faucibus";"404663328-X";"2016-12-22";"2019-04-02";2320.0;1;"retired";11;450;"";"2023-04-27 17:23:22";"nulla pede ullamcorper";"34033";"2023-03-03";"Not Encrypted";0;"";"";"Public";"";1
1;184;17;"parturient";"293325451-4";"2017-04-07";"2021-10-03";7630.0;1;"retired";9;361;"";"2023-04-27 17:23:22";"primis in faucibus";"67611";"2023-04-04";"Fully Encrypted";0;"";"";"Public";"";1
1;185;24;"at";"279797466-2";"2017-12-28";"2019-09-02";7708.0;1;"retired";9;270;"";"2023-04-27 17:23:22";"amet diam in";"34791";"2022-05-25";"Fully Encrypted";0;"";"";"Public";"";1
1;186;16;"orci luctus";"281618521-4";"2018-07-05";"2022-04-30";8118.0;1;"active";17;13;"";"2023-04-27 17:23:22";"sapien varius ut";"49992";"2023-03-19";"Fully Encrypted";0;"";"";"Public";"";1
1;187;16;"justo";"951687682-X";"2017-03-05";"2024-04-11";3593.0;1;"retired";9;216;"";"2023-04-27 17:23:22";"dolor quis odio";"54660";"2022-04-30";"Fully Encrypted";0;"";"";"Public";"";1
1;188;29;"consequat ut";"047125663-3";"2021-05-23";"2024-10-24";7264.0;1;"retired";9;305;"";"2023-04-27 17:23:22";"ultrices libero non";"69472";"2023-02-11";"Not Encrypted";0;"";"";"Public";"";1
1;189;2;"nisl";"039322470-8";"2018-09-19";"2022-12-06";5710.0;1;"active";11;364;"";"2023-04-27 17:23:22";"nec nisi vulputate";"54217";"2022-09-28";"Fully Encrypted";0;"";"";"Public";"";1
1;190;21;"orci vehicula";"587621193-1";"2022-05-19";"2024-03-25";6281.0;1;"disposed";9;177;"";"2023-04-27 17:23:22";"metus vitae ipsum";"38656";"2022-06-15";"Fully Encrypted";0;"";"";"Public";"";1
1;191;16;"turpis sed";"267010578-5";"2021-11-24";"2023-07-15";8821.0;1;"disposed";18;187;"";"2023-04-27 17:23:22";"mauris";"66203";"2022-08-22";"Fully Encrypted";0;"";"";"Public";"";1
1;192;2;"nulla";"719953415-9";"2021-08-04";"2021-02-20";1502.0;1;"active";8;366;"";"2023-04-27 17:23:22";"odio";"29487";"2022-06-25";"Fully Encrypted";0;"";"";"Public";"";1
1;193;26;"aliquam sit";"299611700-X";"2019-09-21";"2025-01-09";1299.0;1;"retired";9;380;"";"2023-04-27 17:23:22";"ut blandit non";"20646";"2023-02-22";"Fully Encrypted";0;"";"";"Public";"";1
1;194;10;"sapien cursus";"867979640-9";"2019-10-15";"2019-01-19";1287.0;1;"disposed";20;182;"";"2023-04-27 17:23:22";"dolor";"99268";"2022-10-02";"Fully Encrypted";0;"";"";"Public";"";1
1;195;14;"amet";"456409589-7";"2018-01-15";"2022-07-16";2040.0;1;"retired";17;469;"";"2023-04-27 17:23:22";"erat tortor sollicitudin";"73558";"2023-02-08";"Fully Encrypted";0;"";"";"Public";"";1
1;196;15;"nec";"651599517-2";"2021-01-01";"2019-12-20";4787.0;1;"disposed";11;455;"";"2023-04-27 17:23:22";"odio donec";"89857";"2023-03-06";"Fully Encrypted";0;"";"";"Public";"";1
1;197;17;"donec dapibus";"556915283-0";"2017-08-09";"2019-08-26";6218.0;1;"disposed";18;140;"";"2023-04-27 17:23:22";"eget";"43746";"2023-03-08";"Fully Encrypted";0;"";"";"Public";"";1
1;198;36;"consequat";"481759675-9";"2020-09-28";"2020-04-11";8210.0;1;"disposed";11;357;"";"2023-04-27 17:23:22";"lectus suspendisse potenti";"57041";"2022-10-22";"Fully Encrypted";0;"";"";"Public";"";1
1;199;21;"non mattis";"141946239-3";"2022-03-08";"2019-01-12";5189.0;1;"disposed";6;449;"";"2023-04-27 17:23:22";"nibh ligula nec";"14568";"2022-05-19";"Fully Encrypted";0;"";"";"Public";"";1
1;200;25;"hac habitasse";"197653121-7";"2021-06-26";"2022-09-10";9856.0;1;"retired";19;106;"";"2023-04-27 17:23:22";"aliquet maecenas leo";"43620";"2022-06-22";"Not Encrypted";0;"";"";"Public";"";1
1;201;24;"ipsum";"598206031-3";"2020-03-20";"2024-09-06";416.0;1;"active";16;33;"";"2023-04-27 17:23:22";"placerat praesent blandit";"26599";"2023-03-20";"Not Encrypted";0;"";"";"Public";"";1
1;202;33;"posuere cubilia";"688989617-3";"2017-03-02";"2018-10-10";281.0;1;"active";12;103;"";"2023-04-27 17:23:22";"morbi";"73990";"2022-05-16";"Fully Encrypted";0;"";"";"Public";"";1
1;203;15;"posuere";"326384731-7";"2019-04-16";"2023-11-18";8540.0;1;"active";9;459;"";"2023-04-27 17:23:22";"consequat";"72750";"2022-11-02";"Fully Encrypted";0;"";"";"Public";"";1
1;204;37;"est congue";"092716519-8";"2021-06-29";"2020-10-22";7277.0;1;"retired";20;205;"";"2023-04-27 17:23:22";"vitae";"3939";"2022-04-17";"Fully Encrypted";0;"";"";"Public";"";1
1;205;11;"dui maecenas";"894248727-0";"2019-09-13";"2023-05-09";7761.0;1;"disposed";12;129;"";"2023-04-27 17:23:22";"blandit ultrices enim";"71846";"2022-08-09";"Fully Encrypted";0;"";"";"Public";"";1
1;206;37;"aliquam lacus";"145372998-4";"2023-03-01";"2019-02-26";5808.0;1;"active";4;427;"";"2023-04-27 17:23:22";"in ante vestibulum";"83405";"2023-02-07";"Fully Encrypted";0;"";"";"Public";"";1
1;207;35;"ligula";"824762701-9";"2018-08-28";"2020-05-26";8486.0;1;"disposed";20;45;"";"2023-04-27 17:23:22";"cubilia curae mauris";"72378";"2023-02-13";"Fully Encrypted";0;"";"";"Public";"";1
1;208;24;"suscipit nulla";"418476900-4";"2017-04-22";"2019-10-08";4870.0;1;"active";7;276;"";"2023-04-27 17:23:22";"dapibus duis at";"5053";"2022-12-30";"Not Encrypted";0;"";"";"Public";"";1
1;209;14;"rutrum at";"700263024-5";"2023-02-05";"2021-02-04";4337.0;1;"disposed";6;493;"";"2023-04-27 17:23:22";"sollicitudin ut suscipit";"86158";"2023-01-27";"Fully Encrypted";0;"";"";"Public";"";1
1;210;34;"cras";"483254548-5";"2022-07-17";"2023-07-18";3886.0;1;"retired";11;425;"";"2023-04-27 17:23:22";"ante";"27278";"2022-11-13";"Fully Encrypted";0;"";"";"Public";"";1
1;211;33;"non";"470198443-4";"2022-09-15";"2020-12-06";6648.0;1;"retired";21;27;"";"2023-04-27 17:23:22";"eget eros elementum";"79080";"2022-12-03";"Fully Encrypted";0;"";"";"Public";"";1
1;212;17;"eget";"428140014-1";"2017-10-20";"2024-11-22";8222.0;1;"disposed";6;450;"";"2023-04-27 17:23:22";"libero";"57308";"2022-12-22";"Fully Encrypted";0;"";"";"Public";"";1
1;213;7;"habitasse platea";"184730855-4";"2022-07-14";"2022-07-15";3107.0;1;"active";6;469;"";"2023-04-27 17:23:22";"diam nam tristique";"19412";"2022-06-09";"Fully Encrypted";0;"";"";"Public";"";1
1;214;6;"gravida nisi";"375778977-6";"2021-03-29";"2019-12-15";778.0;1;"retired";10;302;"";"2023-04-27 17:23:22";"cras non velit";"39068";"2023-01-19";"Fully Encrypted";0;"";"";"Public";"";1
1;215;4;"aliquet pulvinar";"473474517-X";"2018-12-06";"2020-05-27";6588.0;1;"retired";14;329;"";"2023-04-27 17:23:22";"rutrum";"96581";"2023-01-07";"Fully Encrypted";0;"";"";"Public";"";1
1;216;30;"non";"615502768-4";"2019-03-19";"2020-07-30";6363.0;1;"disposed";8;261;"";"2023-04-27 17:23:22";"sit amet";"66397";"2023-01-28";"Fully Encrypted";0;"";"";"Public";"";1
1;217;28;"est et";"624583553-4";"2020-09-18";"2022-02-09";8862.0;1;"active";12;128;"";"2023-04-27 17:23:22";"et magnis dis";"55881";"2022-08-26";"Fully Encrypted";0;"";"";"Public";"";1
1;218;25;"a suscipit";"756637622-5";"2022-12-03";"2022-09-25";1693.0;1;"retired";9;51;"";"2023-04-27 17:23:22";"nulla sed";"25099";"2022-09-03";"Fully Encrypted";0;"";"";"Public";"";1
1;219;11;"at";"219966736-7";"2020-07-25";"2018-10-14";7826.0;1;"retired";14;173;"";"2023-04-27 17:23:22";"ipsum primis in";"23621";"2023-01-10";"Fully Encrypted";0;"";"";"Public";"";1
1;220;6;"orci";"793519884-5";"2023-02-21";"2022-08-31";9284.0;1;"disposed";17;352;"";"2023-04-27 17:23:22";"vitae nisi nam";"64606";"2022-07-11";"Fully Encrypted";0;"";"";"Public";"";1
1;221;16;"in";"266989661-8";"2021-02-09";"2022-06-06";715.0;1;"disposed";6;467;"";"2023-04-27 17:23:22";"a";"34277";"2022-09-12";"Fully Encrypted";0;"";"";"Public";"";1
1;222;15;"molestie";"128531163-9";"2022-12-13";"2019-02-10";377.0;1;"retired";21;467;"";"2023-04-27 17:23:22";"elit";"21591";"2023-04-08";"Fully Encrypted";0;"";"";"Public";"";1
1;223;18;"turpis";"504549935-1";"2021-04-17";"2019-06-05";9569.0;1;"active";7;176;"";"2023-04-27 17:23:22";"dapibus";"23702";"2022-04-16";"Fully Encrypted";0;"";"";"Public";"";1
1;224;12;"sed justo";"339791991-6";"2021-09-14";"2023-09-11";466.0;1;"active";9;14;"";"2023-04-27 17:23:22";"dolor morbi";"1057";"2023-03-31";"Fully Encrypted";0;"";"";"Public";"";1
1;225;2;"quam";"174131669-3";"2017-08-25";"2020-07-11";1279.0;1;"retired";20;102;"";"2023-04-27 17:23:22";"odio";"29604";"2022-10-13";"Fully Encrypted";0;"";"";"Public";"";1
1;226;6;"mi";"669662491-0";"2018-02-04";"2021-06-26";8143.0;1;"disposed";18;161;"";"2023-04-27 17:23:22";"aenean";"50988";"2022-06-28";"Fully Encrypted";0;"";"";"Public";"";1
1;227;36;"nec molestie";"733665525-4";"2020-02-13";"2021-10-06";1240.0;1;"active";12;395;"";"2023-04-27 17:23:22";"nec nisi";"91140";"2022-11-16";"Not Encrypted";0;"";"";"Public";"";1
1;228;18;"vel pede";"732809503-2";"2022-08-14";"2023-09-17";3527.0;1;"retired";13;359;"";"2023-04-27 17:23:22";"volutpat";"4367";"2022-11-09";"Fully Encrypted";0;"";"";"Public";"";1
1;229;28;"vestibulum sed";"656194301-5";"2020-03-18";"2024-02-23";7714.0;1;"active";7;66;"";"2023-04-27 17:23:22";"in hac habitasse";"49062";"2022-05-21";"Not Encrypted";0;"";"";"Public";"";1
1;230;17;"aliquam";"368616194-X";"2019-03-07";"2024-02-02";3819.0;1;"disposed";10;488;"";"2023-04-27 17:23:22";"consequat";"1306";"2022-05-03";"Fully Encrypted";0;"";"";"Public";"";1
1;231;1;"odio justo";"388790902-X";"2017-09-07";"2023-11-02";6920.0;1;"disposed";5;347;"";"2023-04-27 17:23:22";"suspendisse";"92241";"2022-11-08";"Not Encrypted";0;"";"";"Public";"";1
1;232;3;"vivamus";"801772076-9";"2020-06-02";"2021-05-03";4716.0;1;"disposed";17;416;"";"2023-04-27 17:23:22";"quam";"85337";"2022-10-20";"Fully Encrypted";0;"";"";"Public";"";1
1;233;6;"sollicitudin";"177657418-4";"2019-01-28";"2019-09-05";7234.0;1;"active";5;134;"";"2023-04-27 17:23:22";"mattis nibh ligula";"72843";"2022-06-11";"Fully Encrypted";0;"";"";"Public";"";1
1;234;16;"felis sed";"237849869-1";"2021-02-07";"2024-12-06";1965.0;1;"disposed";4;374;"";"2023-04-27 17:23:22";"orci mauris";"79146";"2022-08-07";"Fully Encrypted";0;"";"";"Public";"";1
1;235;26;"amet cursus";"968890803-7";"2020-07-15";"2019-11-09";4227.0;1;"active";11;263;"";"2023-04-27 17:23:22";"diam vitae quam";"14063";"2022-04-29";"Fully Encrypted";0;"";"";"Public";"";1
1;236;32;"diam vitae";"416984637-0";"2023-03-26";"2020-01-25";8420.0;1;"disposed";18;23;"";"2023-04-27 17:23:22";"a";"6463";"2023-03-04";"Not Encrypted";0;"";"";"Public";"";1
1;237;6;"magna at";"843679952-6";"2020-04-30";"2019-08-10";2877.0;1;"disposed";8;141;"";"2023-04-27 17:23:22";"eu";"57222";"2022-06-29";"Fully Encrypted";0;"";"";"Public";"";1
1;238;29;"mus";"175037644-X";"2022-02-27";"2020-07-15";4032.0;1;"retired";14;169;"";"2023-04-27 17:23:22";"felis fusce posuere";"67540";"2022-05-22";"Fully Encrypted";0;"";"";"Public";"";1
1;239;8;"luctus";"770897779-7";"2021-12-04";"2021-04-19";5852.0;1;"retired";9;78;"";"2023-04-27 17:23:22";"eleifend donec ut";"8471";"2023-04-09";"Fully Encrypted";0;"";"";"Public";"";1
1;240;2;"ut massa";"956411046-7";"2019-02-27";"2019-08-17";2359.0;1;"active";16;405;"";"2023-04-27 17:23:22";"eget";"16693";"2022-04-20";"Fully Encrypted";0;"";"";"Public";"";1
1;241;3;"nibh";"435924669-2";"2020-02-02";"2020-12-02";4948.0;1;"retired";20;106;"";"2023-04-27 17:23:22";"mattis nibh";"16556";"2022-09-28";"Not Encrypted";0;"";"";"Public";"";1
1;242;10;"tortor";"585267346-3";"2020-09-23";"2020-02-20";5532.0;1;"disposed";17;397;"";"2023-04-27 17:23:22";"id massa";"42213";"2022-08-16";"Fully Encrypted";0;"";"";"Public";"";1
1;243;16;"vivamus tortor";"871709622-7";"2017-06-25";"2022-03-24";1055.0;1;"disposed";6;195;"";"2023-04-27 17:23:22";"risus dapibus augue";"74127";"2022-09-11";"Fully Encrypted";0;"";"";"Public";"";1
1;244;34;"molestie nibh";"303271740-X";"2020-01-29";"2020-01-03";4067.0;1;"retired";20;125;"";"2023-04-27 17:23:22";"maecenas leo";"22725";"2023-01-29";"Fully Encrypted";0;"";"";"Public";"";1
1;245;31;"dapibus dolor";"277186848-2";"2017-05-18";"2019-08-18";4735.0;1;"active";16;495;"";"2023-04-27 17:23:22";"proin leo";"31140";"2023-01-10";"Fully Encrypted";0;"";"";"Public";"";1
1;246;34;"lectus";"819815443-4";"2020-05-28";"2024-09-28";8844.0;1;"active";13;263;"";"2023-04-27 17:23:22";"lacinia";"81660";"2022-07-07";"Fully Encrypted";0;"";"";"Public";"";1
1;247;5;"ultrices erat";"813792717-4";"2018-01-09";"2020-03-27";3239.0;1;"active";18;303;"";"2023-04-27 17:23:22";"pede";"58544";"2022-12-19";"Fully Encrypted";0;"";"";"Public";"";1
1;248;19;"mi";"414375076-7";"2023-04-08";"2020-01-20";5290.0;1;"retired";20;470;"";"2023-04-27 17:23:22";"dui vel nisl";"54364";"2022-09-06";"Fully Encrypted";0;"";"";"Public";"";1
1;249;16;"sed";"779750164-5";"2018-07-31";"2024-03-26";7384.0;1;"active";19;89;"";"2023-04-27 17:23:22";"nulla";"79810";"2022-11-23";"Fully Encrypted";0;"";"";"Public";"";1
